,target
3457,1
3458,1
3459,1
3460,0
3461,0
3462,1
3463,1
3464,0
3467,1
3468,0
3469,0
3470,0
3471,1
3472,1
3473,1
3474,1
3475,0
3476,1
3477,0
3479,1
3480,1
3481,1
3482,1
3483,0
3484,0
3485,1
3486,1
3487,0
3488,1
3489,1
3490,0
3491,1
3492,1
3493,0
3494,1
3495,1
3496,0
3497,1
3498,0
3499,1
3500,1
3501,1
3502,1
3503,1
3504,0
3505,1
3506,1
3507,0
3510,1
3511,1
3512,1
3513,1
3514,1
3515,0
3516,1
3517,1
3518,1
3519,0
3520,0
3521,0
3523,0
3524,0
3525,1
3526,0
3528,0
3529,0
3530,0
3531,1
3532,1
3533,1
3535,1
3536,1
3537,0
3538,0
3539,1
3540,1
3541,1
3542,1
3543,0
3545,1
3546,0
3547,0
3549,1
3550,0
3551,1
3552,1
3553,1
3555,0
3556,0
3557,0
3559,0
3560,1
3561,0
3562,1
3563,0
3565,0
3567,0
3568,0
3570,0
3571,1
3572,1
3573,0
3574,0
3575,1
3576,1
3577,1
3578,0
3579,1
3580,0
3581,1
3583,1
3585,1
3586,1
3587,0
3588,0
3589,1
3590,1
3591,0
3592,0
3593,1
3594,0
3595,1
3596,0
3597,1
3598,0
3599,0
3600,0
3601,1
3602,0
3603,1
3604,1
3605,0
3606,0
3607,1
3608,1
3610,1
3611,0
3612,1
3613,1
3614,1
3615,0
3616,1
3617,0
3618,1
3619,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,0
3627,0
3628,1
3629,1
3630,0
3633,1
3634,1
3635,1
3636,0
3637,1
3638,0
3639,1
3640,0
3641,1
3642,0
3643,1
3644,1
3645,0
3646,0
3647,1
3649,1
3650,1
3651,1
3653,1
3654,0
3655,0
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,0
3663,1
3664,1
3665,1
3667,0
3668,0
3669,0
3670,1
3671,0
3673,1
3674,1
3675,1
3676,0
3677,0
3678,0
3679,0
3680,1
3681,1
3682,0
3683,1
3684,1
3685,0
3686,0
3687,1
3688,1
3689,1
3690,1
3691,0
3692,1
3694,0
3695,1
3696,0
3697,0
3699,1
3700,0
3702,1
3703,0
3704,0
3706,0
3708,0
3709,1
3711,1
3712,1
3713,0
3716,0
3717,0
3718,0
3719,1
3720,1
3722,0
3723,0
3724,1
3725,1
3726,1
3727,0
3728,0
3729,1
3730,0
3731,0
3732,1
3734,0
3736,1
3737,1
3738,1
3739,0
3740,1
3741,1
3742,1
3743,0
3744,1
3745,1
3746,0
3747,1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,0
3758,1
3759,1
3760,0
3762,1
3763,1
3764,1
3765,1
3766,1
3768,1
3769,0
3770,0
3771,0
3772,0
3773,1
3774,0
3775,1
3776,1
3777,1
3778,1
3779,0
3780,1
3782,0
3783,1
3784,1
3785,0
3786,0
3787,0
3788,0
3789,1
3790,1
3791,0
3792,1
3793,1
3794,1
3796,0
3797,1
3798,1
3799,1
3800,0
3801,1
3802,0
3803,0
3804,0
3805,1
3806,1
3808,1
3809,1
3810,1
3812,0
3813,1
3814,0
3815,1
3816,1
3817,1
3819,1
3820,1
3822,1
3823,0
3824,1
3825,1
3826,1
3827,0
3828,1
3829,1
3830,0
3831,0
3833,0
3834,1
3835,1
3836,1
3837,1
3838,1
3839,0
3840,1
3841,1
3842,0
3844,1
3845,1
3847,1
3848,0
3849,1
3850,0
3851,0
3852,1
3853,0
3854,1
3855,0
3856,0
3858,1
3859,0
3860,1
3861,0
3862,1
3863,1
3864,0
3865,1
3866,1
3867,1
3868,0
3869,0
3870,1
3871,0
3872,0
3874,1
3875,0
3876,0
3877,1
3879,0
3880,0
3881,1
3882,0
3883,0
3884,1
3885,1
3886,0
3887,0
3888,0
3889,0
3890,1
3891,0
3892,0
3893,1
3894,1
3895,1
3896,1
3898,0
3900,1
3901,0
3902,1
3903,1
3904,1
3905,1
3908,1
3909,1
3910,0
3911,0
3912,1
3914,1
3916,0
3917,1
3918,0
3919,1
3920,0
3921,1
3922,1
3924,0
3925,0
3926,0
3927,1
3928,0
3929,1
3930,0
3931,1
3932,1
3933,0
3934,1
3935,0
3936,1
3937,0
3938,0
3940,0
3942,0
3943,0
3944,1
3945,1
3946,1
3947,0
3948,1
3949,1
3950,0
3951,0
3952,1
3953,1
3954,0
3955,1
3956,1
3957,0
3959,1
3960,0
3961,1
3962,1
3963,1
3965,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,0
3974,1
3975,0
3976,1
3979,1
3981,1
3982,1
3983,0
3984,0
3985,1
3986,1
3987,1
3988,1
3989,0
3990,0
3991,1
3992,1
3993,1
3994,1
3995,0
3996,1
3997,1
3999,1
4000,0
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4009,0
4011,1
4013,0
4014,0
4015,0
4016,0
4017,1
4019,1
4020,0
4021,1
4022,0
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4031,1
4032,1
4033,1
4034,0
4035,0
4036,0
4037,0
4038,0
4039,1
4041,0
4043,1
4044,0
4045,1
4046,1
4047,0
4048,0
4049,0
4050,0
4052,1
4053,1
4054,0
4055,0
4056,1
4057,1
4058,1
4059,1
4060,0
4061,0
4062,0
4063,1
4064,0
4065,0
4066,1
4067,1
4068,1
4069,0
4070,1
4071,0
4072,1
4073,0
4074,1
4075,0
4076,0
4078,1
4079,0
4080,0
4081,0
4082,1
4083,1
4085,0
4087,1
4088,0
4089,0
4090,0
4091,1
4092,1
4095,0
4096,0
4097,0
4098,0
4099,1
4101,1
4102,0
4103,0
4105,1
4106,0
4107,1
4109,1
4110,1
4111,1
4112,1
4113,0
4114,1
4115,1
4116,0
4117,0
4118,0
4119,1
4120,1
4121,1
4122,1
4123,0
4124,1
4125,1
4126,0
4127,0
4128,0
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,0
4139,0
4140,1
4142,1
4143,1
4144,1
4145,1
4146,1
4147,1
4148,1
4149,1
4150,1
4151,1
4152,0
4153,1
4154,1
4155,1
4158,1
4159,0
4160,0
4161,0
4162,0
4164,1
4165,1
4166,0
4167,1
4169,1
4170,1
4172,1
4173,1
4174,0
4175,1
4176,1
4177,1
4178,0
4179,1
4181,1
4182,0
4183,1
4184,0
4185,1
4186,1
4187,0
4188,1
4189,0
4190,0
4192,0
4193,0
4194,0
4195,1
4196,0
4198,0
4199,0
4200,1
4201,0
4202,0
4203,0
4204,1
4205,1
4206,1
4207,1
4208,0
4209,1
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,1
4217,1
4218,1
4219,1
4220,0
4221,1
4222,0
4223,0
4224,0
4225,0
4226,1
4227,0
4228,1
4229,1
4230,1
4231,0
4232,0
4234,0
4235,0
4236,1
4237,1
4238,0
4239,1
4241,0
4242,1
4243,0
4244,0
4245,1
4246,0
4247,0
4249,1
4250,1
4251,1
4252,1
4253,0
4254,0
4257,1
4258,1
4259,0
4260,1
4261,0
4262,1
4263,1
4264,0
4265,0
4266,1
4267,0
4269,1
4270,1
4271,1
4272,0
4273,0
4275,0
4276,1
4277,0
4279,1
4281,1
4282,0
4283,1
4284,1
4285,0
4286,0
4287,1
4288,0
4289,1
4290,1
4291,0
4292,0
4293,1
4294,1
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,1
4302,0
4303,1
4304,0
4305,0
4306,1
4307,1
4308,0
4310,1
4311,1
4312,1
4313,0
4314,1
4315,1
4316,0
4317,0
4318,0
4319,0
4320,1
4322,1
4323,0
4324,1
4325,0
4326,1
4327,0
4328,1
4329,1
4330,1
4331,1
4332,1
4333,0
4334,0
4335,1
4336,1
4337,0
4338,1
4340,1
4341,0
4342,1
4343,1
4344,1
4346,1
4347,1
4348,0
4349,0
4350,0
4351,0
4352,1
4353,0
4354,1
4355,0
4356,0
4358,1
4359,0
4360,1
4361,1
4362,0
4363,1
4364,0
4365,1
4366,0
4367,1
4368,1
4369,1
4370,0
4371,0
4372,0
4373,1
4374,0
4375,0
4376,0
4377,1
4378,0
4379,1
4380,0
4381,1
4382,0
4383,0
4384,0
4386,0
4387,0
4388,1
4389,1
4390,0
4391,1
4392,1
4395,1
4396,1
4397,1
4398,0
4399,0
4400,1
4401,0
4402,1
4404,1
4406,0
4407,0
4409,1
4410,0
4411,0
4412,1
4414,1
4415,1
4416,0
4417,1
4418,1
4419,0
4420,0
4421,1
4422,1
4423,1
4425,1
4426,1
4427,1
4428,0
4429,1
4430,0
4431,1
4432,0
4433,1
4434,0
4435,1
4437,1
4438,1
4439,0
4440,1
4441,1
4442,1
4443,0
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4451,1
4452,0
4453,1
4454,1
4455,1
4456,1
4457,0
4458,0
4459,1
4460,1
4461,0
4462,0
4463,1
4464,0
4465,1
4466,1
4467,1
4469,1
4470,0
4471,0
4472,1
4474,1
4475,1
4476,1
4478,0
4479,1
4480,0
4482,0
4483,0
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,0
4495,1
4496,0
4497,1
4498,1
4499,0
4501,0
4502,1
4503,1
4504,1
4505,0
4506,1
4507,1
4508,1
4510,1
4512,1
4513,1
4514,0
4515,1
4516,0
4517,1
4518,0
4519,1
4521,0
4522,0
4523,0
4524,0
4525,1
4526,1
4527,1
4528,0
4529,0
4530,1
4531,1
4532,1
4533,1
4534,0
4535,1
4536,0
4538,0
4539,0
4540,0
4541,1
4542,1
4543,0
4545,1
4548,0
4549,1
4550,0
4551,1
4552,1
4553,0
4555,0
4556,0
4558,0
4559,0
4560,1
4561,1
4562,1
4563,1
4564,1
4565,0
4566,1
4567,0
4568,1
4569,1
4570,1
4571,1
4572,0
4573,1
4574,1
4575,0
4576,1
4577,1
4578,0
4579,1
4580,0
4581,1
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4591,1
4592,1
4593,0
4594,1
4595,1
4596,0
4597,1
4598,1
4599,1
4600,1
4601,1
4602,1
4604,1
4605,1
4606,1
4608,1
4609,1
4610,1
4611,1
4612,1
4614,0
4615,0
4616,0
4617,1
4619,1
4620,0
4621,0
4622,1
4623,0
4624,1
4625,1
4628,0
4629,0
4630,1
4631,1
4633,0
4634,0
4636,0
4637,1
4638,0
4639,0
4640,0
4642,0
4643,1
4645,0
4646,0
4647,1
4648,0
4649,1
4650,0
4653,0
4654,1
4655,1
4656,0
4657,0
4658,1
4659,1
4660,1
4661,1
4662,1
4663,1
4664,1
4666,0
4668,1
4669,0
4670,1
4671,0
4672,0
4673,0
4675,1
4676,1
4677,1
4678,1
4681,1
4682,0
4683,0
4684,1
4685,1
4686,0
4688,1
4689,1
4690,1
4691,1
4692,1
4694,1
4695,0
4696,1
4697,1
4700,0
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,0
4708,1
4710,1
4711,1
4712,0
4713,0
4714,1
4715,0
4717,1
4718,1
4719,1
4720,1
4721,1
4722,1
4724,0
4725,1
4726,1
4727,0
4728,1
4729,1
4730,1
4731,0
4732,1
4733,1
4735,0
4736,0
4737,1
4738,1
4739,0
4743,1
4744,1
4745,0
4746,1
4747,1
4748,1
4749,1
4751,0
4752,1
4753,1
4754,0
4755,1
4756,0
4757,0
4758,1
4759,0
4761,1
4762,1
4763,0
4764,1
4765,1
4766,0
4768,1
4769,0
4770,1
4771,1
4773,0
4775,1
4776,1
4777,0
4778,1
4779,1
4780,1
4781,1
4782,0
4783,1
4784,1
4785,0
4786,1
4787,1
4788,1
4791,1
4792,0
4793,0
4794,0
4795,1
4796,0
4797,1
4798,0
4799,1
4800,1
4801,1
4802,1
4803,0
4804,1
4805,1
4807,0
4808,0
4809,1
4811,1
4812,1
4813,1
4815,1
4817,0
4818,0
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,0
4826,1
4827,1
4828,1
4829,0
4830,1
4831,1
4832,1
4833,1
4834,0
4835,0
4836,1
4837,0
4838,0
4839,0
4840,0
4841,1
4843,1
4844,1
4845,1
4846,0
4847,0
4848,1
4849,1
4850,1
4851,0
4852,1
4853,0
4854,1
4855,0
4856,1
4857,0
4858,1
4860,1
4861,1
4862,1
4863,0
4864,1
4865,1
4866,1
4867,0
4868,1
4869,1
4871,1
4872,1
4874,1
4876,1
4877,0
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,0
4891,0
4892,0
4893,1
4894,0
4896,1
4897,1
4898,0
4900,0
4901,0
4902,1
4903,1
4904,1
4905,1
4906,0
4907,1
4908,0
4909,0
4910,0
4911,1
4912,1
4913,1
4914,0
4915,1
4917,0
4918,0
4919,0
4920,1
4922,0
4923,1
4924,1
4926,1
4927,1
4928,1
4929,1
4930,0
4932,0
4933,1
4935,1
4937,1
4938,1
4939,1
4940,0
4941,0
4942,1
4944,1
4945,0
4946,1
4947,1
4948,1
4949,1
4951,0
4952,0
4954,1
4955,1
4957,0
4958,0
4960,0
4961,1
4963,0
4965,1
4966,1
4967,0
4968,0
4969,1
4970,1
4971,1
4973,1
4975,1
4976,1
4977,0
4978,1
4979,1
4980,0
4981,0
4984,0
4985,1
4986,1
4988,0
4991,1
4992,0
4993,0
4995,0
4996,0
4997,1
4998,1
4999,1
5000,0
5001,0
5002,1
5003,0
5004,0
5005,0
5006,0
5007,1
5008,0
5010,1
5011,1
5012,1
5013,1
5014,0
5015,0
5016,1
5017,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,1
5026,1
5027,1
5028,1
5029,1
5030,0
5031,1
5032,0
5033,0
5035,1
5036,1
5037,1
5038,0
5039,0
5041,0
5042,1
5044,1
5045,0
5046,1
5047,1
5048,1
5049,1
5051,1
5052,1
5054,1
5055,0
5056,1
5057,1
5058,0
5059,1
5060,1
5061,1
5063,0
5064,1
5065,1
5066,1
5067,1
5068,0
5069,0
5070,1
5071,1
5072,1
5073,1
5074,0
5075,0
5076,0
5077,0
5078,0
5079,1
5080,0
5081,0
5084,1
5085,1
5087,0
5088,0
5089,1
5091,1
5092,1
5093,1
5094,1
5095,0
5096,0
5097,0
5098,0
5099,1
5100,1
5102,1
5103,1
5104,0
5105,1
5106,0
5107,0
5108,1
5110,1
5111,1
5112,1
5113,0
5114,0
5115,1
5116,1
5117,0
5118,0
5119,0
5120,1
5122,1
5123,1
5124,1
5125,0
5126,0
5127,1
5128,1
5129,0
5130,0
5131,0
5132,0
5133,1
5134,0
5136,1
5137,1
5138,0
5139,1
5140,0
5141,1
5142,0
5143,0
5145,0
5146,1
5147,0
5148,1
5149,1
5150,1
5152,1
5153,1
5154,0
5155,1
5156,1
5157,1
5158,0
5160,1
5161,0
5162,0
5163,1
5164,0
5165,0
5166,0
5167,1
5168,0
5171,1
5172,0
5173,1
5174,1
5175,1
5176,0
5177,1
5178,1
5179,0
5180,0
5181,1
5182,0
5183,0
5185,0
5186,1
5188,1
5189,0
5190,1
5191,0
5192,1
5193,1
5194,1
5195,1
5197,1
5198,0
5200,1
5201,1
5202,1
5203,1
5205,1
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5213,1
5214,1
5215,1
5216,0
5217,0
5218,0
5219,0
5220,0
5221,1
5222,0
5223,1
5224,1
5225,1
5226,0
5227,1
5229,0
5230,0
5231,1
5233,1
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,1
5241,0
5242,0
5243,1
5244,0
5245,1
5247,1
5248,1
5249,1
5250,0
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,0
5259,0
5260,1
5261,1
5262,1
5264,0
5265,1
5266,0
5267,1
5268,0
5269,1
5270,1
5271,0
5272,1
5273,1
5274,0
5275,1
5276,1
5277,0
5278,1
5279,0
5281,1
5282,0
5283,0
5284,1
5285,1
5286,1
5288,1
5289,1
5290,0
5291,1
5292,0
5293,1
5294,1
5296,1
5297,1
5298,0
5299,1
5300,1
5302,1
5303,1
5304,1
5305,1
5306,0
5307,0
5310,1
5311,0
5312,1
5313,1
5314,1
5315,0
5317,0
5319,1
5320,0
5321,0
5323,1
5324,0
5325,1
5326,0
5327,0
5328,0
5329,0
5330,1
5331,0
5336,0
5338,0
5339,1
5340,1
5341,0
5342,1
5343,0
5345,1
5346,1
5347,1
5348,1
5350,0
5352,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,0
5360,0
5361,1
5362,0
5363,1
5364,0
5365,1
5366,1
5367,1
5368,1
5369,0
5370,1
5371,1
5372,0
5374,1
5375,1
5376,1
5377,0
5378,0
5380,1
5381,0
5383,1
5384,0
5385,1
5386,0
5387,1
5388,1
5389,0
5390,1
5391,0
5392,1
5393,1
5394,0
5395,0
5396,0
5397,1
5398,0
5399,0
5400,1
5401,0
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5410,1
5411,1
5412,1
5413,0
5414,0
5415,1
5416,1
5417,1
5418,0
5421,0
5422,1
5423,1
5424,1
5425,0
5427,0
5428,1
5429,0
5430,0
5431,0
5432,1
5433,1
5434,0
5437,0
5438,0
5439,1
5440,0
5442,0
5444,0
5445,1
5446,0
5447,0
5448,1
5449,0
5450,0
5451,1
5452,1
5453,0
5454,1
5455,0
5458,1
5459,0
5460,1
5461,1
5462,1
5463,0
5464,0
5465,0
5466,1
5468,1
5469,1
5470,1
5471,1
5476,1
5477,1
5478,1
5479,0
5480,0
5481,0
5483,0
5484,1
5485,0
5486,1
5487,1
5488,0
5489,1
5490,1
5491,1
5492,0
5493,1
5494,1
5496,1
5497,1
5499,0
5500,1
5502,1
5503,1
5504,0
5505,1
5506,1
5507,0
5508,1
5509,0
5510,1
5511,0
5512,1
5513,1
5514,1
5515,1
5517,1
5518,1
5519,0
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,0
5527,1
5528,0
5529,1
5531,0
5532,1
5533,1
5534,0
5535,1
5537,1
5538,1
5539,1
5540,0
5541,1
5543,0
5544,1
5545,1
5546,0
5547,0
5549,0
5550,0
5551,1
5552,0
5554,1
5555,0
5556,1
5557,0
5558,0
5559,0
5560,1
5561,0
5562,1
5564,1
5565,0
5566,1
5567,0
5568,0
5569,1
5570,1
5571,1
5572,1
5573,0
5574,1
5575,1
5576,1
5577,0
5578,1
5579,0
5580,0
5583,1
5584,0
5585,0
5588,1
5589,1
5590,0
5591,1
5592,1
5593,0
5594,1
5595,1
5596,0
5597,1
5600,1
5602,1
5604,1
5605,1
5607,0
5608,1
5609,0
5610,0
5611,1
5612,1
5613,0
5614,0
5615,1
5616,1
5617,1
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,1
5626,0
5627,1
5629,0
5631,1
5632,0
5634,0
5635,1
5638,0
5639,0
5640,1
5642,1
5643,0
5644,0
5645,1
5646,0
5648,1
5649,0
5650,1
5651,1
5652,0
5653,0
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,0
5661,0
5662,1
5663,1
5664,0
5665,0
5667,0
5668,1
5670,1
5671,1
5672,1
5673,1
5674,0
5675,1
5676,0
5677,1
5678,1
5680,1
5681,0
5682,1
5683,0
5684,0
5685,1
5686,0
5687,0
5688,1
5690,1
5691,1
5692,1
5693,1
5695,1
5696,0
5697,0
5698,0
5699,0
5700,1
5702,1
5703,1
5704,0
5705,0
5706,1
5707,1
5708,1
5710,0
5711,1
5712,1
5713,1
5714,1
5715,1
5716,0
5717,1
5718,0
5719,1
5720,1
5721,1
5722,0
5723,0
5724,0
5725,0
5727,1
5728,1
5729,1
5730,1
5731,1
5732,1
5734,1
5735,1
5736,0
5737,0
5738,0
5739,1
5740,0
5741,1
5742,1
5743,0
5744,0
5747,1
5748,1
5750,0
5751,1
5752,1
5753,0
5754,1
5755,0
5756,1
5757,1
5759,1
5761,1
5762,1
5763,1
5764,1
5765,0
5766,0
5767,0
5768,1
5769,1
5770,1
5771,0
5773,0
5774,1
5776,0
5777,1
5778,0
5779,1
5780,1
5781,0
5782,0
5783,1
5784,0
5785,1
5786,1
5787,0
5789,1
5790,1
5791,0
5793,1
5794,0
5795,1
5796,1
5797,0
5798,1
5799,0
5800,0
5801,1
5802,0
5803,0
5804,1
5805,1
5806,1
5807,0
5808,1
5809,1
5810,1
5811,0
5812,0
5813,1
5814,0
5815,1
5816,1
5818,1
5819,1
5820,0
5821,1
5822,0
5823,0
5825,1
5826,0
5827,1
5828,0
5829,1
5830,0
5831,0
5833,0
5834,1
5835,1
5836,1
5837,1
5838,0
5839,0
5840,1
5841,1
5842,1
5843,0
5844,0
5845,1
5846,0
5848,1
5849,0
5850,1
5851,0
5852,0
5853,1
5854,1
5855,1
5856,1
5857,1
5858,1
5860,0
5862,0
5863,1
5864,1
5866,0
5867,1
5868,1
5869,0
5870,0
5871,1
5872,1
5873,0
5874,1
5875,1
5878,1
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5885,0
5886,0
5887,1
5888,0
5890,0
5891,1
5892,1
5893,0
5894,1
5895,0
5896,1
5897,1
5898,1
5899,1
5900,1
5901,1
5902,1
5903,1
5904,0
5906,0
5907,1
5908,1
5909,1
5910,1
5912,1
5913,0
5914,1
5915,0
5916,0
5917,0
5918,0
5920,1
5921,0
5922,1
5923,0
5924,1
5926,0
5927,1
5928,1
5929,0
5930,0
5931,1
5932,0
5933,1
5934,1
5935,1
5936,1
5937,0
5938,1
5939,1
5941,1
5942,1
5943,1
5944,0
5945,0
5946,1
5947,1
5948,1
5949,1
5950,0
5952,1
5953,0
5954,0
5955,1
5956,0
5957,1
5958,1
5959,0
5962,1
5963,1
5964,1
5965,1
5966,1
5967,1
5968,0
5970,0
5971,1
5972,1
5974,1
5975,1
5976,1
5977,0
5979,1
5980,1
5981,0
5982,1
5983,0
5984,0
5986,0
5987,1
5988,1
5989,1
5991,1
5992,1
5993,1
5994,1
5995,1
5997,0
5998,0
5999,0
6000,0
6001,0
6002,1
6003,0
6004,1
6006,1
6007,1
6009,1
6010,0
6011,1
6012,0
6013,1
6014,1
6015,1
6016,1
6017,1
6018,1
6019,1
6020,1
6021,0
6022,0
6023,1
6026,0
6027,0
6028,1
6029,1
6030,0
6031,0
6032,0
6033,0
6035,1
6037,1
6038,1
6039,1
6040,0
6041,1
6042,0
6043,1
6044,1
6045,0
6046,0
6047,0
6048,1
6050,1
6051,1
6052,0
6053,1
6054,1
6055,0
6056,0
6058,1
6060,1
6061,1
6062,1
6063,1
6064,0
6065,0
6066,1
6067,1
6068,0
6069,1
6070,1
6071,1
6072,1
6073,1
6074,1
6075,0
6076,0
6077,0
6078,0
6079,0
6080,1
6081,1
6083,1
6084,0
6086,0
6087,1
6088,1
6089,1
6091,1
6092,1
6093,1
6095,0
6096,0
6098,0
6099,0
6100,1
6101,1
6102,0
6103,1
6105,0
6106,0
6107,0
6108,1
6109,1
6110,0
6111,0
6112,1
6113,1
6114,1
6115,0
6116,0
6117,0
6118,1
6119,0
6120,1
6121,0
6122,1
6123,0
6124,1
6125,1
6126,0
6127,1
6128,0
6129,1
6130,1
6131,1
6132,1
6133,0
6134,1
6135,0
6136,1
6137,1
6138,0
6139,0
6140,1
6141,0
6144,1
6145,1
6146,0
6147,1
6148,1
6149,0
6150,1
6151,1
6152,0
6154,1
6155,0
6156,1
6157,1
6158,0
6159,0
6160,0
6161,0
6162,1
6163,1
6164,1
6165,1
6166,0
6167,0
6168,1
6169,1
6170,0
6172,1
6173,1
6175,0
6177,0
6178,1
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,1
6186,1
6187,1
6188,0
6190,1
6191,1
6192,0
6193,1
6195,1
6196,0
6197,0
6198,1
6199,1
6200,1
6201,0
6202,1
6203,0
6204,1
6205,0
6206,1
6207,1
6210,1
6211,0
6212,1
6213,0
6214,0
6215,0
6216,1
6217,1
6219,1
6220,0
6221,1
6223,1
6225,1
6226,1
6227,1
6228,1
6229,1
6230,0
6231,0
6233,0
6234,1
6235,1
6236,1
6237,0
6238,1
6239,1
6240,0
6241,0
6242,1
6243,0
6244,1
6245,1
6246,1
6247,0
6248,1
6249,0
6250,0
6251,1
6254,1
6255,0
6256,1
6257,1
6258,0
6259,1
6262,1
6263,1
6264,1
6265,1
6266,0
6267,1
6269,1
6270,1
6271,0
6272,1
6273,1
6274,1
6275,1
6277,1
6278,1
6279,0
6280,1
6281,1
6283,0
6284,1
6285,1
6286,1
6287,0
6289,0
6290,1
6291,1
6292,1
6293,0
6294,1
6295,1
6296,1
6297,1
6299,0
6300,1
6302,0
6304,1
6305,0
6306,0
6307,0
6308,1
6309,0
6311,1
6312,0
6314,1
6315,1
6316,1
6317,1
6318,0
6319,0
6320,1
6321,1
6323,1
6324,0
6325,1
6326,0
6327,0
6328,0
6329,1
6330,1
6331,1
6332,1
6333,1
6334,1
6335,1
6336,1
6337,0
6338,0
6339,1
6340,1
6341,0
6342,1
6343,0
6345,1
6346,1
6348,0
6349,0
6350,0
6351,0
6352,1
6353,1
6355,0
6356,1
6357,1
6358,0
6360,1
6361,1
6362,1
6363,0
6365,1
6366,1
6367,1
6368,0
6369,0
6370,1
6371,1
6372,0
6373,1
6374,0
6375,1
6377,0
6378,0
6379,1
6380,1
6381,1
6382,1
6383,1
6384,1
6385,0
6386,0
6387,1
6388,1
6389,1
6390,0
6391,0
6392,1
6393,1
6394,1
6396,1
6397,1
6398,1
6399,1
6400,1
6401,1
6402,0
6403,0
6404,1
6405,1
6406,1
6407,1
6408,0
6409,0
6410,0
6411,1
6412,1
6414,0
6415,1
6417,1
6418,0
6419,1
6420,1
6421,1
6422,1
6423,0
6425,0
6426,0
6427,0
6428,1
6429,0
6431,1
6432,1
6433,1
6434,1
6435,1
6436,0
6437,0
6439,0
6440,0
6441,1
6442,1
6443,0
6445,1
6446,1
6447,1
6448,1
6449,0
6450,1
6451,1
6452,0
6454,0
6455,1
6456,1
6457,1
6458,0
6459,1
6460,1
6461,1
6462,1
6463,0
6464,1
6466,0
6467,1
6468,1
6469,1
6470,1
6471,1
6472,1
6474,1
6475,1
6476,1
6477,1
6478,1
6479,0
6480,0
6482,1
6483,1
6484,1
6485,0
6486,1
6488,1
6489,1
6490,1
6491,0
6492,1
6493,1
6496,0
6497,1
6499,1
6500,0
6501,1
6502,1
6504,1
6505,1
6506,1
6507,1
6508,1
6510,1
6511,1
6512,1
6513,0
6514,1
6515,1
6516,0
6517,1
6518,1
6520,0
6521,1
6522,1
6523,1
6524,1
6525,1
6526,0
6528,1
6529,1
6530,0
6531,0
6532,0
6533,0
6534,1
6535,1
6537,0
6538,0
6539,1
6540,1
6541,0
6542,0
6543,1
6544,1
6545,0
6546,1
6547,1
6548,1
6549,1
6550,0
6551,0
6552,0
6553,0
6554,1
6555,1
6556,1
6557,0
6558,1
6561,1
6562,1
6563,1
6564,1
6565,1
6566,1
6567,0
6568,1
6569,0
6570,1
6571,1
6572,1
6573,0
6575,0
6576,0
6577,1
6578,1
6580,1
6581,1
6582,0
6583,1
6584,1
6585,1
6586,1
6587,1
6588,1
6589,0
6590,1
6591,1
6592,1
6593,1
6596,1
6597,1
6598,1
6599,1
6600,1
6601,0
6602,1
6603,0
6604,1
6605,0
6606,0
6608,0
6609,0
6610,1
6611,1
6612,0
6613,1
6614,0
6615,0
6616,1
6617,1
6619,1
6620,1
6622,0
6623,0
6624,1
6625,1
6626,1
6627,0
6629,1
6631,1
6632,0
6633,1
6634,0
6635,1
6636,1
6637,1
6638,1
6639,0
6642,1
6644,0
6645,0
6646,0
6647,0
6648,1
6649,1
6651,1
6652,1
6653,0
6654,1
6655,1
6656,0
6657,1
6658,1
6659,1
6660,1
6661,0
6662,1
6663,1
6664,1
6666,1
6667,1
6670,0
6671,0
6672,1
6674,0
6676,1
6678,1
6679,0
6680,1
6681,0
6682,0
6683,1
6684,1
